江苏有线,（证券时报）　　江苏有线(600959)因筹划购买相关股权资产的重大事项于6月19日起停牌，公司7月10日晚间披露前十大股东持股情况,2,媒体新闻,c,1
江苏有线,证金公司一季报未现身江苏有线前十大流通股东名单，一季报第十大流通股东持股为2183.50万股，这意味着证金公司在二季度至少增持了逾7000万股,2,媒体新闻,c,1
江苏有线,(原标题：江苏有线：证金公司二季度大幅增持 成第一大流通股东)(责任编辑：DF328),2,媒体新闻,c,1
江苏有线,江苏有线：证金公司二季度大幅增持 成第一大流通股东,2,媒体新闻,t,1
江苏有线,　　江苏有线(行情600959，诊股)：尝试新业务 船大难调头　　1　　本报讯（记者 李忠）昨日下午14点，江苏有线 （600959）2016年度股东大会在南京召开,5,媒体新闻,c,1
江苏有线,不过会后，江苏有线董秘陈侃晔回答了投资者的提问,5,媒体新闻,c,1
江苏有线,　　合肥投资者询问，江苏有线有没有特别突出的业务,5,媒体新闻,c,1
江苏有线,　　对于投资者的提问，陈侃晔表示，江苏有线正在积极探索广电+业务，目前在点播业务、宽带业务、用户数等都在增长，内容方面也在加强,5,媒体新闻,c,1
江苏有线,下属全资子公司去年投拍制作的《奇域·探秘新丝路》还获得了2016年中国十大优秀纪录片奖，但是完全作为主业或者方向，还需要时间和进一步规模化，需要企业经营，作为这么大体量的公司，要想拐弯、调头都要很谨慎，不能时下什么热就做什么，并购、重组之前比较流行，但是江苏有线作为一个国有企业，在程序上、公司发展上都要慎重考量,5,媒体新闻,c,1
江苏有线,　　冒雨从上海来参加股东大会的H先生，去年也来参加的，目前持有江苏有线60万股，算是重仓了,5,媒体新闻,c,1
江苏有线,　　昨日江苏有线逆势收红，收盘价10.66元，上涨1.14%,5,媒体新闻,c,1
江苏有线,江苏有线：尝试新业务 船大难调头,5,媒体新闻,t,1
江苏有线,江苏有线邀您一起跟着电影一起去旅行,6,媒体新闻,c,1
江苏有线,2015年4月上市的江苏有线（600959）股价曾疯狂炒到70.6元，总市值竟高达2000亿元，这个市值水平显然高的非常离谱,7,媒体新闻,c,1
江苏有线,有线数字电视方面，公司继续与东方有线、歌华有线、江苏有线等各地有线运营商合作，并探索SP及平台层面合作，进行线上线下相结合的推广营销,8,媒体新闻,c,1
江苏有线,  有线数字电视方面，公司继续与东方有线、歌华有线、江苏有线等各地有线运营商合作，并探索SP及平台层面合作，进行线上线下相结合的推广营销,9,媒体新闻,c,1
江苏有线,"<IMAGE SRC=""http://i0.hexun.com/2017-05-02/189024915.png"" >　　江苏省广电有线信息网络股份有限公司　　和讯股票（微信号：istocknews）消息 5月1日晚间，江苏有线(600959，股吧)发布公告称，董事会近日收到公司董事高顺青先生提交的书面辞呈",10,媒体新闻,c,1
江苏有线,　　江苏有线表示，公司监事会近日收到公司监事会主席严克勤先生提交的书面辞呈,10,媒体新闻,c,1
江苏有线,2008年4月至今任江苏有线监事会主席,10,媒体新闻,c,1
江苏有线,江苏有线董事高顺青辞职 监事会主席严克勤同日离任,10,媒体新闻,t,1
